vuelta,punto,angulo_deg,ultrasonido_cm,infrarrojo_cm,laser_cm,fusion_cm
3,186,334.8,12.81,16.125,99.85,99.85
3,187,336.6,12.015,16.03,99.4,99.4
3,188,338.4,11.415,15.745,99.6,99.6
3,189,340.2,11.09,15.95,99.6,99.6
3,190,342,10.975,15.945,99.6,99.6
3,191,343.8,10.915,16.39,99.7,99.7
3,192,345.6,10.58,16.895,99.35,99.35
3,193,347.4,10.27,15.905,99.2,99.2
3,194,349.2,10.355,15.675,97.55,97.55
3,195,351,10.7,16.27,95,95
3,196,352.8,11.5,16.045,93.2,93.2
3,197,354.6,43.215,15.695,91.35,91.35
3,198,356.4,74.17,16.035,88.55,88.55
3,199,358.2,74.005,16.235,86,86
4,0,0,74.45,15.96,83.5,83.5
4,1,1.8,74.295,15.92,82.5,82.5
4,2,3.6,74.005,15.96,80.5,80.5
4,3,5.4,74.61,15.97,79.35,79.35
4,4,7.2,74.6,15.495,80.25,80.25
4,5,9,74.595,15.35,81,81
4,6,10.8,75.655,15.245,83.2,83.2
4,7,12.6,76.095,14.78,86.5,86.5
4,8,14.4,75.79,14.38,88.8,88.8
4,9,16.2,75.765,13.855,91.9,91.9
4,10,18,76.165,13.515,99.35,99.35
4,11,19.8,75.68,13.245,106.75,106.75
4,12,21.6,75.785,13.08,111.75,111.75
4,13,23.4,77.2,13.19,119.35,119.35
4,14,25.2,76.96,13.26,125.65,125.65
4,15,27,76.965,13.23,127,127
4,16,28.8,77.85,13.32,124.3,124.3
4,17,30.6,78.435,13.46,119.8,119.8
4,18,32.4,78.745,13.46,112.75,112.75
4,19,34.2,80.86,13.485,106.8,106.8
4,20,36,81.25,14.115,104.4,104.4
4,21,37.8,81.35,15.455,103.2,103.2
4,22,39.6,83.16,16.04,101.6,101.6
4,23,41.4,81.825,15.765,99.4,99.4
4,24,43.2,80.725,15.805,99.35,99.35
4,25,45,80.11,15.625,100.6,100.6
4,26,46.8,80.115,15.155,102.95,102.95
4,27,48.6,80.755,14.79,104.9,104.9
4,28,50.4,80.92,14.28,105.1,105.1
4,29,52.2,80.31,14.06,105.9,105.9
4,30,54,80.02,14.395,103.85,103.85
4,31,55.8,73.62,14.565,99.75,99.75
4,32,57.6,65.995,14.69,97.05,97.05
4,33,59.4,66.49,14.74,94.25,94.25
4,34,61.2,65.895,16.1,90.45,90.45
4,35,63,63.625,17.75,87.85,87.85
4,36,64.8,63.195,17.52,86,86
4,37,66.6,63.025,17.275,84.15,84.15
4,38,68.4,63,17.865,82.65,82.65
4,39,70.2,62.955,18.14,81.45,81.45
4,40,72,62.9,17.785,79.95,79.95
4,41,73.8,62.66,17.78,77.65,77.65
4,42,75.6,62.375,17.125,74.8,74.8
4,43,77.4,62.205,17.13,72.35,72.35
4,44,79.2,62.56,19.715,71,71
4,45,81,62.585,21.245,69.65,69.65
4,46,82.8,62.19,20.645,67.9,67.9
4,47,84.6,62.12,20.085,66.25,66.25
4,48,86.4,62.02,19.865,65.8,65.8
4,49,88.2,62.05,19.58,65.85,65.85
4,50,90,62.035,19.025,66.35,66.35
4,51,91.8,62.285,18.025,66.95,66.95
4,52,93.6,62.345,17.635,68.1,68.1
4,53,95.4,62.57,18.08,69.75,69.75
4,54,97.2,62.93,16.265,73.45,73.45
4,55,99,62.81,14.085,76.9,76.9
4,56,100.8,62.88,13.86,80.85,80.85
4,57,102.6,63.045,13.715,87.8,87.8
4,58,104.4,63.145,13.61,107.1,107.1
4,59,106.2,63.7,13.375,126.35,126.35
4,60,108,64.35,13.205,131.85,131.85
4,61,109.8,64.305,13.32,135.6,135.6
4,62,111.6,64.83,13.27,141.75,141.75
4,63,113.4,88.59,13.175,147.85,147.85
4,64,115.2,93.62,12.865,149.85,149.85
4,65,117,110.285,12.75,151.75,151.75
4,66,118.8,156.07,13.115,154.35,154.35
4,67,120.6,135.38,13.25,155.4,155.4
4,68,122.4,93.005,13.16,155.25,155.25
4,69,124.2,82.255,13.025,156.6,156.6
4,70,126,82.92,12.985,155.75,155.75
4,71,127.8,82.495,13.11,486.2,486.2
4,72,129.6,93.505,13.25,483.7,483.7
4,73,131.4,91.99,13.29,147.65,147.65
4,74,133.2,79.26,13.42,143.3,143.3
4,75,135,80.24,13.63,138.05,138.05
4,76,136.8,78.805,13.66,134.45,134.45
4,77,138.6,77.855,13.635,475.75,475.75
4,78,140.4,78.11,13.45,467.4,467.4
4,79,142.2,76.33,13.23,112.7,112.7
4,80,144,76.025,13.25,106.85,106.85
4,81,145.8,77.105,13.51,99.5,99.5
4,82,147.6,72.65,14.105,90.55,90.55
4,83,149.4,66.725,14.365,84.6,84.6
4,84,151.2,64.68,14.42,82.35,82.35
4,85,153,64.52,14.97,80.05,80.05
4,86,154.8,64.635,15,77.45,77.45
4,87,156.6,64.365,14.235,75.6,75.6
4,88,158.4,70.83,14.195,74.15,74.15
4,89,160.2,75.14,14.435,73.5,73.5
4,90,162,69.375,14.11,71.9,71.9
4,91,163.8,63.38,14.435,69.8,69.8
4,92,165.6,61.345,15.04,68.55,68.55
4,93,167.4,60.875,15.32,67.25,67.25
4,94,169.2,59.265,15.465,65.8,65.8
4,95,171,58.54,15.49,64.85,64.85
4,96,172.8,57.72,15.725,64.25,64.25
4,97,174.6,56.88,15.46,63.8,63.8
4,98,176.4,56.575,15.87,63.45,63.45
4,99,178.2,56.265,16.4,62.15,62.15
4,100,180,56.23,16.13,61.55,61.55
4,101,181.8,56.25,16.4,61.55,61.55
4,102,183.6,56.105,16.765,60.65,60.65
4,103,185.4,56.035,16.72,60.2,60.2
4,104,187.2,55.755,16.585,60.15,60.15
4,105,189,55.495,17,59.75,59.75
4,106,190.8,55.755,18.805,59.5,59.5
4,107,192.6,55.795,20.39,59.2,59.2
4,108,194.4,55.715,20.885,58.75,58.75
4,109,196.2,55.475,21.085,58.65,58.65
4,110,198,55.48,21.185,58.35,58.35
4,111,199.8,55.435,21.185,58.05,58.05
4,112,201.6,55.205,20.28,58.05,58.05
4,113,203.4,55.215,20.29,58.15,58.15
4,114,205.2,55.11,20.805,58.4,58.4
4,115,207,55.12,20.765,58.55,58.55
4,116,208.8,55.335,20.89,58.65,58.65
4,117,210.6,55.545,20.39,58.95,58.95
4,118,212.4,55.585,20.61,59.25,59.25
4,119,214.2,53.965,20.855,59.65,59.65
4,120,216,49.235,20.19,60.05,60.05
4,121,217.8,48.06,19.955,60.3,60.3
4,122,219.6,48.705,19.245,60.9,60.9
4,123,221.4,46.815,18.835,61.85,61.85
4,124,223.2,45.9,18.54,62.75,62.75
4,125,225,45.92,18.515,63.45,63.45
4,126,226.8,45.515,18.845,64.9,64.9
4,127,228.6,45.06,18.505,66.2,66.2
4,128,230.4,45.485,18.35,67.4,67.4
4,129,232.2,45.075,18.305,68.65,68.65
4,130,234,44.24,17.925,70.1,70.1
4,131,235.8,43.62,18.035,71.4,71.4
4,132,237.6,43.21,17.85,71.5,71.5
4,133,239.4,42.895,17.87,70.5,70.5
4,134,241.2,42.545,17.915,66.05,66.05
4,135,243,42.43,17.36,61.05,61.05
4,136,244.8,42.385,17.465,56.55,56.55
4,137,246.6,42.245,17.655,52.05,52.05
4,138,248.4,42.305,20.265,48.35,48.35
4,139,250.2,42.255,23.62,46.05,46.05
4,140,252,42.095,23.77,45.7,45.7
4,141,253.8,42.02,23.16,45.95,45.95
4,142,255.6,42.015,21.905,46.15,46.15
4,143,257.4,42.18,20.435,45.55,45.55
4,144,259.2,42.3,19.495,44.9,44.9
4,145,261,42.14,18.605,45.05,45.05
4,146,262.8,42.31,18.55,46.5,46.5
4,147,264.6,42.555,18.59,47.85,47.85
4,148,266.4,42.485,18.175,48.45,48.45
4,149,268.2,42.6,17.475,49,49
4,150,270,42.815,17.535,50.9,50.9
4,151,271.8,43.08,17.945,53.4,53.4
4,152,273.6,43.06,16.745,55.5,55.5
4,153,275.4,42.91,14.725,57.85,57.85
4,154,277.2,43.4,15.155,62.8,62.8
4,155,279,43.81,16.56,67.4,67.4
4,156,280.8,44.015,16.37,68.95,68.95
4,157,282.6,44.51,15.71,70.55,70.55
4,158,284.4,45.005,15.8,69.7,69.7
4,159,286.2,46.765,16.285,67.2,67.2
4,160,288,60.115,16.675,65.35,65.35
4,161,289.8,67.445,17.075,63.5,63.5
4,162,291.6,67.675,17.57,60.85,60.85
4,163,293.4,63.015,17.405,59.05,59.05
4,164,295.2,55.43,17.55,58.7,58.7
4,165,297,57.02,18.335,58.5,58.5
4,166,298.8,56.44,18.525,58.25,58.25
4,167,300.6,56.64,18.035,57.55,57.55
4,168,302.4,56.26,17.375,57.35,57.35
4,169,304.2,55.685,17.52,57.7,57.7
4,170,306,56.125,18.2,59.15,59.15
4,171,307.8,56.345,18.7,60.85,60.85
4,172,309.6,55.81,17.725,62.9,62.9
4,173,311.4,55.36,15.78,65.5,65.5
4,174,313.2,55.79,14.51,73.25,73.25
4,175,315,56.42,13.995,82.55,82.55
4,176,316.8,56.26,14.05,90.15,90.15
4,177,318.6,56.02,14.44,98.35,98.35
4,178,320.4,45.705,14.745,103.45,103.45
4,179,322.2,24.25,14.9,105.85,105.85
4,180,324,14.225,15.06,105.5,105.5
4,181,325.8,15.07,15.29,104.6,104.6
4,182,327.6,26.2,14.99,103.55,103.55
4,183,329.4,26.125,15.005,102.25,102.25
4,184,331.2,14.88,15.56,101.6,101.6
4,185,333,13.94,15.79,101.15,101.15
4,186,334.8,12.335,16.15,100.8,100.8
4,187,336.6,11.415,16.015,100.25,100.25
4,188,338.4,11.05,15.835,99.8,99.8
4,189,340.2,10.85,15.945,99.25,99.25
4,190,342,10.75,16.04,99.3,99.3
4,191,343.8,10.715,16.465,99.75,99.75
4,192,345.6,10.6,16.505,99.3,99.3
4,193,347.4,10.485,16.185,98.85,98.85
4,194,349.2,10.37,16.05,97.05,97.05
4,195,351,10.685,16.28,94.65,94.65
4,196,352.8,11.875,16.35,92.7,92.7
4,197,354.6,44.205,16.015,90.75,90.75
4,198,356.4,75.23,16.005,87.65,87.65
4,199,358.2,74.99,16.16,85.25,85.25
5,0,0,74.35,15.99,83.4,83.4
5,1,1.8,45.745,15.885,82.25,82.25
5,2,3.6,45.795,15.88,80.15,80.15
5,3,5.4,74.13,15.89,79,79
5,4,7.2,74.6,15.495,79.55,79.55
5,5,9,75.845,15.145,81,81
5,6,10.8,75.54,14.95,84.05,84.05
5,7,12.6,75.47,14.86,86.75,86.75
5,8,14.4,75.34,14.34,88.9,88.9
5,9,16.2,74.745,13.645,92.15,92.15
5,10,18,74.92,13.38,99.25,99.25
5,11,19.8,75.69,13.14,107.55,107.55
5,12,21.6,75.975,13.075,114.6,114.6
5,13,23.4,75.565,13.18,121.45,121.45
5,14,25.2,75.43,13.17,126.05,126.05
5,15,27,76.025,13.14,127.25,127.25
5,16,28.8,77.765,13.265,123.1,123.1
5,17,30.6,77.845,13.575,117.65,117.65
5,18,32.4,79.475,13.62,111.45,111.45
5,19,34.2,82.3,13.425,107.45,107.45
5,20,36,82.35,14.515,105.95,105.95
5,21,37.8,82.185,15.93,103.9,103.9
5,22,39.6,82.41,16.19,101.6,101.6
5,23,41.4,82.05,16.105,100.5,100.5
5,24,43.2,81.185,15.97,100.7,100.7
5,25,45,81.205,15.865,100.75,100.75
5,26,46.8,80.98,15.4,103.25,103.25
5,27,48.6,80.445,14.795,104.55,104.55
5,28,50.4,80.345,14.475,104.85,104.85
5,29,52.2,79.955,14.485,106.2,106.2
5,30,54,80.005,14.645,103.8,103.8
5,31,55.8,72.64,14.595,100.1,100.1
5,32,57.6,72.695,14.695,96.7,96.7
5,33,59.4,76.065,14.76,93.4,93.4
5,34,61.2,68.465,15.59,90.55,90.55
5,35,63,65.225,16.885,87.75,87.75
5,36,64.8,64.905,17.145,86.05,86.05
5,37,66.6,63.805,17.53,84.4,84.4
5,38,68.4,62.995,18.1,82.85,82.85
5,39,70.2,62.61,18.225,81.85,81.85
5,40,72,62.605,18.265,80.2,80.2
5,41,73.8,63.135,18.18,77.7,77.7
5,42,75.6,62.775,17.21,74.8,74.8
5,43,77.4,62.075,17.21,72.4,72.4
5,44,79.2,62.055,19.21,70.95,70.95
5,45,81,62.07,20.185,69.6,69.6
5,46,82.8,62.41,20.1,68,68
5,47,84.6,62.52,20.07,66.3,66.3
5,48,86.4,62.33,19.58,65.65,65.65
5,49,88.2,61.83,18.83,65.6,65.6
5,50,90,61.51,18.635,66.2,66.2
5,51,91.8,62.265,18.885,67.2,67.2
5,52,93.6,62.65,18.33,68.35,68.35
5,53,95.4,62.71,17.645,70.1,70.1
5,54,97.2,62.66,16.12,73.65,73.65
5,55,99,62.425,14.255,77.4,77.4
5,56,100.8,62.605,13.85,81,81
5,57,102.6,63.105,13.535,87.05,87.05
5,58,104.4,63.495,13.215,106.1,106.1
5,59,106.2,63.255,13.315,124.05,124.05
5,60,108,63.22,13.34,130.8,130.8
5,61,109.8,64.075,13.24,137.15,137.15
5,62,111.6,69.22,13.26,141.75,141.75
5,63,113.4,98.07,13.2,145.4,145.4
5,64,115.2,113.365,13.12,147.3,147.3
5,65,117,131.155,13.055,151,151
5,66,118.8,138.705,13.18,154.4,154.4
5,67,120.6,98.37,13.34,155.45,155.45
5,68,122.4,80.44,13.175,156,156
5,69,124.2,83,13.055,157.25,157.25
5,70,126,83.05,12.87,155.45,155.45
5,71,127.8,87.71,12.86,152.7,152.7
5,72,129.6,85.49,13.19,150.8,150.8
5,73,131.4,79.98,13.305,147.05,147.05
5,74,133.2,80.475,13.48,142.8,142.8
5,75,135,78.99,13.615,139,139
5,76,136.8,78.28,13.7,478.5,478.5
5,77,138.6,78.115,13.645,472.95,472.95
5,78,140.4,76.6,13.23,121.3,121.3
5,79,142.2,75.615,13.035,112.7,112.7
5,80,144,75.565,13.335,106.25,106.25
5,81,145.8,75.65,13.56,98.9,98.9
5,82,147.6,71.75,13.895,90.7,90.7
5,83,149.4,66.53,14.21,85.8,85.8
5,84,151.2,64.58,14.295,83.65,83.65
5,85,153,64.675,14.8,80.85,80.85
5,86,154.8,63.91,14.83,77.8,77.8
5,87,156.6,66.14,14.435,75.7,75.7
5,88,158.4,73.23,14.455,74.3,74.3
5,89,160.2,71.915,14.525,72.95,72.95
5,90,162,65.355,14.7,71.4,71.4
5,91,163.8,62.88,14.905,69.55,69.55
5,92,165.6,61.055,15.055,68.4,68.4
5,93,167.4,59.61,15.205,67.35,67.35
5,94,169.2,58.695,15.515,66.05,66.05
5,95,171,57.72,15.67,65.15,65.15
5,96,172.8,57.195,15.59,64.55,64.55
5,97,174.6,56.8,15.865,64.05,64.05
5,98,176.4,56.92,16.16,63.05,63.05
5,99,178.2,56.97,16.275,62.15,62.15
5,100,180,56.56,16.215,61.85,61.85
5,101,181.8,56.355,16.44,61.35,61.35
5,102,183.6,56.06,16.455,61.15,61.15
5,103,185.4,55.73,16.4,60.8,60.8
5,104,187.2,55.735,16.845,60.5,60.5
5,105,189,56.04,16.75,60,60
5,106,190.8,56.025,17.09,59.35,59.35
5,107,192.6,55.86,18.375,58.9,58.9
5,108,194.4,55.81,20.405,58.6,58.6
5,109,196.2,55.42,21.635,58.45,58.45
5,110,198,55.18,20.895,58.2,58.2
5,111,199.8,55.305,20.615,58.15,58.15
5,112,201.6,55.265,20.965,58.25,58.25
5,113,203.4,55.045,20.995,58.25,58.25
5,114,205.2,55.15,20.985,58.4,58.4
5,115,207,55.27,20.39,58.6,58.6
5,116,208.8,55.295,20.3,58.75,58.75
5,117,210.6,55.295,20.43,58.9,58.9
5,118,212.4,55.11,19.995,59.1,59.1
5,119,214.2,53.36,19.535,59.3,59.3
5,120,216,50.575,19.785,59.6,59.6
5,121,217.8,48.08,19.83,60.25,60.25
5,122,219.6,46.98,19.495,61.3,61.3
5,123,221.4,46.93,19.525,62.15,62.15
5,124,223.2,45.935,19.425,62.45,62.45
5,125,225,45.98,19.205,63.05,63.05
5,126,226.8,46.205,18.495,64.8,64.8
5,127,228.6,44.89,17.855,66.4,66.4
5,128,230.4,44.23,18.175,67.75,67.75
5,129,232.2,44.255,18.565,68.8,68.8
5,130,234,43.855,18.39,70,70
5,131,235.8,43.335,18.165,71.25,71.25
5,132,237.6,42.935,17.94,71.3,71.3
5,133,239.4,42.64,17.92,70.6,70.6
5,134,241.2,42.25,17.58,66.3,66.3
5,135,243,42.33,17.3,61.1,61.1
5,136,244.8,42.45,17.45,56.55,56.55
5,137,246.6,42.08,17.77,52.05,52.05
5,138,248.4,42.005,20.505,48.6,48.6
5,139,250.2,42.18,23.4,46.35,46.35
5,140,252,42.175,23.925,45.85,45.85
5,141,253.8,42.05,23.18,46.1,46.1
5,142,255.6,41.92,21.515,46.35,46.35
5,143,257.4,41.83,20.13,45.6,45.6
5,144,259.2,42.065,19.435,45.05,45.05
5,145,261,42.37,18.985,45.3,45.3
5,146,262.8,42.4,18.625,46.55,46.55
5,147,264.6,42.365,18.93,47.75,47.75
5,148,266.4,42.46,18.375,48.55,48.55
5,149,268.2,42.67,17.88,49.25,49.25
5,150,270,42.92,18.4,50.95,50.95
5,151,271.8,43.21,18.36,53.2,53.2
5,152,273.6,43.285,16.77,55.25,55.25
5,153,275.4,43.25,15.04,57.8,57.8
5,154,277.2,43.765,15.485,62.55,62.55
5,155,279,44.3,16.26,67.05,67.05
5,156,280.8,44.58,16.245,68.9,68.9
5,157,282.6,45.72,15.915,70.35,70.35
5,158,284.4,46.105,16,69.45,69.45
5,159,286.2,46.095,16.38,67.4,67.4
5,160,288,55.86,16.485,65.3,65.3
5,161,289.8,63.67,16.52,63.1,63.1
5,162,291.6,59.535,16.875,60.95,60.95
5,163,293.4,62.46,17.205,59.1,59.1
5,164,295.2,62.415,18.175,58.55,58.55
5,165,297,57.45,18.925,58.1,58.1
5,166,298.8,57.81,18.285,57.7,57.7
5,167,300.6,56.56,17.915,57.6,57.6
5,168,302.4,55.885,17.17,57.6,57.6
5,169,304.2,73.645,17.265,58.3,58.3
5,170,306,73.195,18.475,59.75,59.75
5,171,307.8,56.735,18.73,61.1,61.1
5,172,309.6,57.075,17.385,63.2,63.2
5,173,311.4,56.67,15.49,65.95,65.95
5,174,313.2,57.22,14.39,73.8,73.8
5,175,315,56.355,14.185,83,83
5,176,316.8,55.845,14.325,90.35,90.35
5,177,318.6,55.965,14.42,98.55,98.55
5,178,320.4,46.21,14.735,103.45,103.45
5,179,322.2,24.46,14.885,104.75,104.75
5,180,324,12.665,15.05,104.7,104.7
5,181,325.8,24.57,15.17,104.3,104.3
5,182,327.6,46.395,14.895,103.15,103.15
5,183,329.4,35.69,15.16,101.9,101.9
5,184,331.2,14.2,15.48,100.85,100.85
5,185,333,13.265,15.655,100.9,100.9
5,186,334.8,12.86,16.315,100.7,100.7
5,187,336.6,12.23,16.28,100.1,100.1
5,188,338.4,11.46,16.035,100.3,100.3
5,189,340.2,11.09,16.135,100,100
5,190,342,10.875,16.18,99.7,99.7
5,191,343.8,10.935,16.485,99.45,99.45
5,192,345.6,10.69,16.41,99.5,99.5
5,193,347.4,10.27,15.765,99.15,99.15
5,194,349.2,10.365,15.82,96.95,96.95
5,195,351,10.695,16.375,94.25,94.25
5,196,352.8,11.28,16.35,92.1,92.1
5,197,354.6,43.435,15.92,90.9,90.9
5,198,356.4,75.175,15.85,88.45,88.45
5,199,358.2,74.675,16.165,85.55,85.55
